"Plot Title:  21182136"
"#","Date Time, GMT+03:00","Abs Pres, kPa (LGR S/N: 21182136, SEN S/N: 21182136, LBL: Кизил-кобинка уровень)","Temp, °C (LGR S/N: 21182136, SEN S/N: 21182136, LBL: Кизил-кобинка температура)","Coupler Detached (LGR S/N: 21182136)","Coupler Attached (LGR S/N: 21182136)","Host Connected (LGR S/N: 21182136)","End Of File (LGR S/N: 21182136)"
1,06.10.22 03:40:00 PM,97.032,14.900,Logged,,,
2,06.10.22 03:50:00 PM,96.992,13.461,,,,
3,06.10.22 04:00:00 PM,97.018,13.269,,,,
4,06.10.22 04:10:00 PM,97.007,13.269,,,,
5,06.10.22 04:20:00 PM,96.998,13.173,,,,
6,06.10.22 04:30:00 PM,96.998,13.173,,,,
7,06.10.22 04:40:00 PM,96.990,13.076,,,,
8,06.10.22 04:50:00 PM,96.979,13.076,,,,
9,06.10.22 05:00:00 PM,96.979,13.076,,,,
10,06.10.22 05:10:00 PM,96.957,13.076,,,,
11,06.10.22 05:20:00 PM,97.001,13.076,,,,
12,06.10.22 05:30:00 PM,96.981,12.980,,,,
13,06.10.22 05:40:00 PM,96.970,12.980,,,,
14,06.10.22 05:50:00 PM,96.970,12.980,,,,
15,06.10.22 06:00:00 PM,96.992,12.980,,,,
16,06.10.22 06:10:00 PM,97.003,12.980,,,,
17,06.10.22 06:20:00 PM,96.983,12.883,,,,
18,06.10.22 06:30:00 PM,96.994,12.883,,,,
19,06.10.22 06:40:00 PM,96.994,12.883,,,,
20,06.10.22 06:50:00 PM,97.007,12.787,,,,
21,06.10.22 07:00:00 PM,97.018,12.787,,,,
22,06.10.22 07:10:00 PM,97.050,12.787,,,,
23,06.10.22 07:20:00 PM,97.063,12.690,,,,
24,06.10.22 07:30:00 PM,97.085,12.690,,,,
25,06.10.22 07:40:00 PM,97.074,12.690,,,,
26,06.10.22 07:50:00 PM,97.098,12.594,,,,
27,06.10.22 08:00:00 PM,97.098,12.594,,,,
28,06.10.22 08:10:00 PM,97.068,12.497,,,,
29,06.10.22 08:20:00 PM,97.089,12.497,,,,
30,06.10.22 08:30:00 PM,97.089,12.497,,,,
31,06.10.22 08:40:00 PM,97.100,12.497,,,,
32,06.10.22 08:50:00 PM,97.091,12.401,,,,
33,06.10.22 09:00:00 PM,97.124,12.401,,,,
34,06.10.22 09:10:00 PM,97.113,12.401,,,,
35,06.10.22 09:20:00 PM,97.113,12.401,,,,
36,06.10.22 09:30:00 PM,97.124,12.401,,,,
37,06.10.22 09:40:00 PM,97.126,12.304,,,,
38,06.10.22 09:50:00 PM,97.115,12.304,,,,
39,06.10.22 10:00:00 PM,97.104,12.304,,,,
40,06.10.22 10:10:00 PM,97.115,12.304,,,,
41,06.10.22 10:20:00 PM,97.084,12.207,,,,
42,06.10.22 10:30:00 PM,97.084,12.207,,,,
43,06.10.22 10:40:00 PM,97.084,12.207,,,,
44,06.10.22 10:50:00 PM,97.086,12.110,,,,
45,06.10.22 11:00:00 PM,97.097,12.110,,,,
46,06.10.22 11:10:00 PM,97.076,12.110,,,,
47,06.10.22 11:20:00 PM,97.076,12.110,,,,
48,06.10.22 11:30:00 PM,97.078,12.013,,,,
49,06.10.22 11:40:00 PM,97.088,12.013,,,,
50,06.10.22 11:50:00 PM,97.078,12.013,,,,
51,06.11.22 12:00:00 AM,97.079,11.916,,,,
52,06.11.22 12:10:00 AM,97.090,11.916,,,,
53,06.11.22 12:20:00 AM,97.079,11.916,,,,
54,06.11.22 12:30:00 AM,97.101,11.916,,,,
55,06.11.22 12:40:00 AM,97.092,11.819,,,,
56,06.11.22 12:50:00 AM,97.092,11.819,,,,
57,06.11.22 01:00:00 AM,97.081,11.819,,,,
58,06.11.22 01:10:00 AM,97.083,11.722,,,,
59,06.11.22 01:20:00 AM,97.072,11.722,,,,
60,06.11.22 01:30:00 AM,97.051,11.722,,,,
61,06.11.22 01:40:00 AM,97.062,11.722,,,,
62,06.11.22 01:50:00 AM,97.053,11.625,,,,
63,06.11.22 02:00:00 AM,97.053,11.625,,,,
64,06.11.22 02:10:00 AM,97.053,11.625,,,,
65,06.11.22 02:20:00 AM,97.063,11.625,,,,
66,06.11.22 02:30:00 AM,97.065,11.528,,,,
67,06.11.22 02:40:00 AM,97.055,11.528,,,,
68,06.11.22 02:50:00 AM,97.055,11.528,,,,
69,06.11.22 03:00:00 AM,97.044,11.528,,,,
70,06.11.22 03:10:00 AM,97.013,11.431,,,,
71,06.11.22 03:20:00 AM,97.002,11.431,,,,
72,06.11.22 03:30:00 AM,97.013,11.431,,,,
73,06.11.22 03:40:00 AM,97.002,11.431,,,,
74,06.11.22 03:50:00 AM,97.004,11.334,,,,
75,06.11.22 04:00:00 AM,96.982,11.334,,,,
76,06.11.22 04:10:00 AM,97.004,11.334,,,,
77,06.11.22 04:20:00 AM,97.015,11.334,,,,
78,06.11.22 04:30:00 AM,97.004,11.334,,,,
79,06.11.22 04:40:00 AM,97.004,11.334,,,,
80,06.11.22 04:50:00 AM,97.015,11.334,,,,
81,06.11.22 05:00:00 AM,97.026,11.334,,,,
82,06.11.22 05:10:00 AM,97.015,11.334,,,,
83,06.11.22 05:20:00 AM,97.004,11.334,,,,
84,06.11.22 05:30:00 AM,97.015,11.334,,,,
85,06.11.22 05:40:00 AM,97.017,11.236,,,,
86,06.11.22 05:50:00 AM,97.006,11.236,,,,
87,06.11.22 06:00:00 AM,97.006,11.236,,,,
88,06.11.22 06:10:00 AM,96.995,11.236,,,,
89,06.11.22 06:20:00 AM,96.984,11.236,,,,
90,06.11.22 06:30:00 AM,96.984,11.236,,,,
91,06.11.22 06:40:00 AM,97.004,11.334,,,,
92,06.11.22 06:50:00 AM,97.004,11.334,,,,
93,06.11.22 07:00:00 AM,96.993,11.334,,,,
94,06.11.22 07:10:00 AM,96.993,11.334,,,,
95,06.11.22 07:20:00 AM,96.982,11.334,,,,
96,06.11.22 07:30:00 AM,96.982,11.334,,,,
97,06.11.22 07:40:00 AM,96.980,11.431,,,,
98,06.11.22 07:50:00 AM,96.970,11.431,,,,
99,06.11.22 08:00:00 AM,97.002,11.431,,,,
100,06.11.22 08:10:00 AM,96.991,11.431,,,,
101,06.11.22 08:20:00 AM,96.989,11.528,,,,
102,06.11.22 08:30:00 AM,97.000,11.528,,,,
103,06.11.22 08:40:00 AM,96.979,11.528,,,,
104,06.11.22 08:50:00 AM,96.998,11.625,,,,
105,06.11.22 09:00:00 AM,96.977,11.625,,,,
106,06.11.22 09:10:00 AM,96.975,11.722,,,,
107,06.11.22 09:20:00 AM,96.964,11.722,,,,
108,06.11.22 09:30:00 AM,96.973,11.819,,,,
109,06.11.22 09:40:00 AM,96.984,11.819,,,,
110,06.11.22 09:50:00 AM,97.004,11.916,,,,
111,06.11.22 10:00:00 AM,97.002,12.013,,,,
112,06.11.22 10:10:00 AM,96.991,12.013,,,,
113,06.11.22 10:20:00 AM,97.010,12.110,,,,
114,06.11.22 10:30:00 AM,97.009,12.207,,,,
115,06.11.22 10:40:00 AM,97.019,12.207,,,,
116,06.11.22 10:50:00 AM,97.028,12.304,,,,
117,06.11.22 11:00:00 AM,97.048,12.401,,,,
118,06.11.22 11:10:00 AM,97.035,12.497,,,,
119,06.11.22 11:20:00 AM,97.022,12.594,,,,
120,06.11.22 11:30:00 AM,96.998,12.690,,,,
121,06.11.22 11:40:00 AM,97.018,12.787,,,,
122,06.11.22 11:50:00 AM,97.005,12.883,,,,
123,06.11.22 12:00:00 PM,96.981,12.980,,,,
124,06.11.22 12:10:00 PM,96.970,12.980,,,,
125,06.11.22 12:20:00 PM,96.957,13.076,,,,
126,06.11.22 12:30:00 PM,96.966,13.173,,,,
127,06.11.22 12:40:00 PM,96.953,13.269,,,,
128,06.11.22 12:50:00 PM,96.961,13.365,,,,
129,06.11.22 01:00:00 PM,96.970,13.461,,,,
130,06.11.22 01:10:00 PM,96.968,13.558,,,,
131,06.11.22 01:20:00 PM,96.957,13.558,,,,
132,06.11.22 01:30:00 PM,96.965,13.654,,,,
133,06.11.22 01:40:00 PM,96.963,13.750,,,,
134,06.11.22 01:50:00 PM,96.972,13.846,,,,
135,06.11.22 02:00:00 PM,96.939,13.846,,,,
136,06.11.22 02:10:00 PM,96.948,13.942,,,,
137,06.11.22 02:20:00 PM,96.926,13.942,,,,
138,06.11.22 02:30:00 PM,96.915,13.942,,,,
139,06.11.22 02:40:00 PM,96.913,14.038,,,,
140,06.11.22 02:50:00 PM,96.913,14.038,,,,
141,06.11.22 03:00:00 PM,96.923,14.038,,,,
142,06.11.22 03:10:00 PM,96.921,14.134,,,,
143,06.11.22 03:20:00 PM,96.899,14.134,,,,
144,06.11.22 03:30:00 PM,96.921,14.134,,,,
145,06.11.22 03:40:00 PM,96.921,14.134,,,,
146,06.11.22 03:50:00 PM,96.899,14.134,,,,
147,06.11.22 04:00:00 PM,96.886,14.230,,,,
148,06.11.22 04:10:00 PM,96.897,14.230,,,,
149,06.11.22 04:20:00 PM,96.856,14.134,,,,
150,06.11.22 04:30:00 PM,96.856,14.134,,,,
151,06.11.22 04:40:00 PM,96.845,14.134,,,,
152,06.11.22 04:50:00 PM,96.834,14.134,,,,
153,06.11.22 05:00:00 PM,96.812,14.134,,,,
154,06.11.22 05:10:00 PM,96.780,14.134,,,,
155,06.11.22 05:20:00 PM,96.793,14.038,,,,
156,06.11.22 05:30:00 PM,96.761,14.038,,,,
157,06.11.22 05:40:00 PM,96.750,14.038,,,,
158,06.11.22 05:50:00 PM,96.771,14.038,,,,
159,06.11.22 06:00:00 PM,96.774,13.942,,,,
160,06.11.22 06:10:00 PM,96.806,13.942,,,,
161,06.11.22 06:20:00 PM,96.820,13.846,,,,
162,06.11.22 06:30:00 PM,96.820,13.846,,,,
163,06.11.22 06:40:00 PM,96.830,13.846,,,,
164,06.11.22 06:50:00 PM,96.822,13.750,,,,
165,06.11.22 07:00:00 PM,96.844,13.750,,,,
166,06.11.22 07:10:00 PM,96.813,13.654,,,,
167,06.11.22 07:20:00 PM,96.792,13.654,,,,
168,06.11.22 07:30:00 PM,96.761,13.558,,,,
169,06.11.22 07:40:00 PM,96.740,13.558,,,,
170,06.11.22 07:50:00 PM,96.720,13.461,,,,
171,06.11.22 08:00:00 PM,96.720,13.461,,,,
172,06.11.22 08:10:00 PM,96.720,13.461,,,,
173,06.11.22 08:20:00 PM,96.712,13.365,,,,
174,06.11.22 08:30:00 PM,96.701,13.365,,,,
175,06.11.22 08:40:00 PM,96.703,13.269,,,,
176,06.11.22 08:50:00 PM,96.725,13.269,,,,
177,06.11.22 09:00:00 PM,96.714,13.269,,,,
178,06.11.22 09:10:00 PM,96.705,13.173,,,,
179,06.11.22 09:20:00 PM,96.716,13.173,,,,
180,06.11.22 09:30:00 PM,96.727,13.173,,,,
181,06.11.22 09:40:00 PM,96.718,13.076,,,,
182,06.11.22 09:50:00 PM,96.751,13.076,,,,
183,06.11.22 10:00:00 PM,96.729,13.076,,,,
184,06.11.22 10:10:00 PM,96.740,13.076,,,,
185,06.11.22 10:20:00 PM,96.721,12.980,,,,
186,06.11.22 10:30:00 PM,96.721,12.980,,,,
187,06.11.22 10:40:00 PM,96.710,12.980,,,,
188,06.11.22 10:50:00 PM,96.701,12.883,,,,
189,06.11.22 11:00:00 PM,96.690,12.883,,,,
190,06.11.22 11:10:00 PM,96.679,12.883,,,,
191,06.11.22 11:20:00 PM,96.658,12.883,,,,
192,06.11.22 11:30:00 PM,96.671,12.787,,,,
193,06.11.22 11:40:00 PM,96.660,12.787,,,,
194,06.11.22 11:50:00 PM,96.660,12.787,,,,
195,06.12.22 12:00:00 AM,96.640,12.690,,,,
196,06.12.22 12:10:00 AM,96.651,12.690,,,,
197,06.12.22 12:20:00 AM,96.640,12.690,,,,
198,06.12.22 12:30:00 AM,96.651,12.690,,,,
199,06.12.22 12:40:00 AM,96.629,12.690,,,,
200,06.12.22 12:50:00 AM,96.608,12.690,,,,
201,06.12.22 01:00:00 AM,96.599,12.594,,,,
202,06.12.22 01:10:00 AM,96.610,12.594,,,,
203,06.12.22 01:20:00 AM,96.556,12.594,,,,
204,06.12.22 01:30:00 AM,96.566,12.594,,,,
205,06.12.22 01:40:00 AM,96.545,12.594,,,,
206,06.12.22 01:50:00 AM,96.556,12.594,,,,
207,06.12.22 02:00:00 AM,96.534,12.594,,,,
208,06.12.22 02:10:00 AM,96.512,12.594,,,,
209,06.12.22 02:20:00 AM,96.503,12.497,,,,
210,06.12.22 02:30:00 AM,96.471,12.497,,,,
211,06.12.22 02:40:00 AM,96.460,12.497,,,,
212,06.12.22 02:50:00 AM,96.449,12.497,,,,
213,06.12.22 03:00:00 AM,96.438,12.497,,,,
214,06.12.22 03:10:00 AM,96.419,12.401,,,,
215,06.12.22 03:20:00 AM,96.419,12.401,,,,
216,06.12.22 03:30:00 AM,96.419,12.401,,,,
217,06.12.22 03:40:00 AM,96.408,12.401,,,,
218,06.12.22 03:50:00 AM,96.408,12.401,,,,
219,06.12.22 04:00:00 AM,96.397,12.401,,,,
220,06.12.22 04:10:00 AM,96.386,12.401,,,,
221,06.12.22 04:20:00 AM,96.375,12.401,,,,
222,06.12.22 04:30:00 AM,96.345,12.304,,,,
223,06.12.22 04:40:00 AM,96.356,12.304,,,,
224,06.12.22 04:50:00 AM,96.312,12.304,,,,
225,06.12.22 05:00:00 AM,96.334,12.304,,,,
226,06.12.22 05:10:00 AM,96.345,12.304,,,,
227,06.12.22 05:20:00 AM,96.334,12.304,,,,
228,06.12.22 05:30:00 AM,96.323,12.304,,,,
229,06.12.22 05:40:00 AM,96.323,12.304,,,,
230,06.12.22 05:50:00 AM,96.334,12.304,,,,
231,06.12.22 06:00:00 AM,96.323,12.304,,,,
232,06.12.22 06:10:00 AM,96.334,12.304,,,,
233,06.12.22 06:20:00 AM,96.334,12.304,,,,
234,06.12.22 06:30:00 AM,96.334,12.304,,,,
235,06.12.22 06:40:00 AM,96.312,12.304,,,,
236,06.12.22 06:50:00 AM,96.312,12.304,,,,
237,06.12.22 07:00:00 AM,96.312,12.304,,,,
238,06.12.22 07:10:00 AM,96.323,12.304,,,,
239,06.12.22 07:20:00 AM,96.312,12.304,,,,
240,06.12.22 07:30:00 AM,96.301,12.304,,,,
241,06.12.22 07:40:00 AM,96.301,12.304,,,,
242,06.12.22 07:50:00 AM,96.301,12.304,,,,
243,06.12.22 08:00:00 AM,96.299,12.401,,,,
244,06.12.22 08:10:00 AM,96.299,12.401,,,,
245,06.12.22 08:20:00 AM,96.289,12.401,,,,
246,06.12.22 08:30:00 AM,96.278,12.401,,,,
247,06.12.22 08:40:00 AM,96.286,12.497,,,,
248,06.12.22 08:50:00 AM,96.276,12.497,,,,
249,06.12.22 09:00:00 AM,96.295,12.594,,,,
250,06.12.22 09:10:00 AM,96.263,12.594,,,,
251,06.12.22 09:20:00 AM,96.271,12.690,,,,
252,06.12.22 09:30:00 AM,96.228,12.690,,,,
253,06.12.22 09:40:00 AM,96.258,12.787,,,,
254,06.12.22 09:50:00 AM,96.245,12.883,,,,
255,06.12.22 10:00:00 AM,96.265,12.980,,,,
256,06.12.22 10:10:00 AM,96.276,12.980,,,,
257,06.12.22 10:20:00 AM,96.284,13.076,,,,
258,06.12.22 10:30:00 AM,96.282,13.173,,,,
259,06.12.22 10:40:00 AM,96.291,13.269,,,,
260,06.12.22 10:50:00 AM,96.288,13.365,,,,
261,06.12.22 11:00:00 AM,96.299,13.365,,,,
262,06.12.22 11:10:00 AM,96.297,13.461,,,,
263,06.12.22 11:20:00 AM,96.316,13.558,,,,
264,06.12.22 11:30:00 AM,96.303,13.654,,,,
265,06.12.22 11:40:00 AM,96.301,13.750,,,,
266,06.12.22 11:50:00 AM,96.312,13.750,,,,
267,06.12.22 12:00:00 PM,96.298,13.846,,,,
268,06.12.22 12:10:00 PM,96.277,13.846,,,,
269,06.12.22 12:20:00 PM,96.274,13.942,,,,
270,06.12.22 12:30:00 PM,96.283,14.038,,,,
271,06.12.22 12:40:00 PM,96.261,14.038,,,,
272,06.12.22 12:50:00 PM,96.283,14.038,,,,
273,06.12.22 01:00:00 PM,96.283,14.038,,,,
274,06.12.22 01:10:00 PM,96.269,14.134,,,,
275,06.12.22 01:20:00 PM,96.258,14.134,,,,
276,06.12.22 01:30:00 PM,96.278,14.230,,,,
277,06.12.22 01:40:00 PM,96.267,14.230,,,,
278,06.12.22 01:50:00 PM,96.289,14.230,,,,
279,06.12.22 02:00:00 PM,96.264,14.325,,,,
280,06.12.22 02:10:00 PM,96.264,14.325,,,,
281,06.12.22 02:20:00 PM,96.254,14.325,,,,
282,06.12.22 02:30:00 PM,96.243,14.325,,,,
283,06.12.22 02:40:00 PM,96.251,14.421,,,,
284,06.12.22 02:50:00 PM,96.251,14.421,,,,
285,06.12.22 03:00:00 PM,96.240,14.421,,,,
286,06.12.22 03:10:00 PM,96.238,14.517,,,,
287,06.12.22 03:20:00 PM,96.259,14.517,,,,
288,06.12.22 03:30:00 PM,96.259,14.517,,,,
289,06.12.22 03:40:00 PM,96.259,14.517,,,,
290,06.12.22 03:50:00 PM,96.259,14.517,,,,
291,06.12.22 04:00:00 PM,96.227,14.517,,,,
292,06.12.22 04:10:00 PM,96.240,14.421,,,,
293,06.12.22 04:20:00 PM,96.229,14.421,,,,
294,06.12.22 04:30:00 PM,96.218,14.421,,,,
295,06.12.22 04:40:00 PM,96.208,14.421,,,,
296,06.12.22 04:50:00 PM,96.208,14.421,,,,
297,06.12.22 05:00:00 PM,96.218,14.421,,,,
298,06.12.22 05:10:00 PM,96.218,14.421,,,,
299,06.12.22 05:20:00 PM,96.210,14.325,,,,
300,06.12.22 05:30:00 PM,96.210,14.325,,,,
301,06.12.22 05:40:00 PM,96.199,14.325,,,,
302,06.12.22 05:50:00 PM,96.199,14.325,,,,
303,06.12.22 06:00:00 PM,96.191,14.230,,,,
304,06.12.22 06:10:00 PM,96.180,14.230,,,,
305,06.12.22 06:20:00 PM,96.191,14.230,,,,
306,06.12.22 06:30:00 PM,96.193,14.134,,,,
307,06.12.22 06:40:00 PM,96.215,14.134,,,,
308,06.12.22 06:50:00 PM,96.215,14.134,,,,
309,06.12.22 07:00:00 PM,96.217,14.038,,,,
310,06.12.22 07:10:00 PM,96.217,14.038,,,,
311,06.12.22 07:20:00 PM,96.228,14.038,,,,
312,06.12.22 07:30:00 PM,96.252,13.942,,,,
313,06.12.22 07:40:00 PM,96.252,13.942,,,,
314,06.12.22 07:50:00 PM,96.244,13.846,,,,
315,06.12.22 08:00:00 PM,96.244,13.846,,,,
316,06.12.22 08:10:00 PM,96.268,13.750,,,,
317,06.12.22 08:20:00 PM,96.279,13.750,,,,
318,06.12.22 08:30:00 PM,96.270,13.654,,,,
319,06.12.22 08:40:00 PM,96.303,13.654,,,,
320,06.12.22 08:50:00 PM,96.305,13.558,,,,
321,06.12.22 09:00:00 PM,96.319,13.461,,,,
322,06.12.22 09:10:00 PM,96.329,13.461,,,,
323,06.12.22 09:20:00 PM,96.310,13.365,,,,
324,06.12.22 09:30:00 PM,96.321,13.365,,,,
325,06.12.22 09:40:00 PM,96.323,13.269,,,,
326,06.12.22 09:50:00 PM,96.334,13.269,,,,
327,06.12.22 10:00:00 PM,96.325,13.173,,,,
328,06.12.22 10:10:00 PM,96.347,13.173,,,,
329,06.12.22 10:20:00 PM,96.358,13.173,,,,
330,06.12.22 10:30:00 PM,96.349,13.076,,,,
331,06.12.22 10:40:00 PM,96.338,13.076,,,,
332,06.12.22 10:50:00 PM,96.362,12.980,,,,
333,06.12.22 11:00:00 PM,96.352,12.980,,,,
334,06.12.22 11:10:00 PM,96.362,12.980,,,,
335,06.12.22 11:20:00 PM,96.375,12.883,,,,
336,06.12.22 11:30:00 PM,96.365,12.883,,,,
337,06.12.22 11:40:00 PM,96.365,12.883,,,,
338,06.12.22 11:50:00 PM,96.386,12.883,,,,
339,06.13.22 12:00:00 AM,96.386,12.883,,,,
340,06.13.22 12:10:00 AM,96.386,12.883,,,,
341,06.13.22 12:20:00 AM,96.375,12.883,,,,
342,06.13.22 12:30:00 AM,96.367,12.787,,,,
343,06.13.22 12:40:00 AM,96.356,12.787,,,,
344,06.13.22 12:50:00 AM,96.345,12.787,,,,
345,06.13.22 01:00:00 AM,96.356,12.787,,,,
346,06.13.22 01:10:00 AM,96.356,12.787,,,,
347,06.13.22 01:20:00 AM,96.345,12.787,,,,
348,06.13.22 01:30:00 AM,96.326,12.690,,,,
349,06.13.22 01:40:00 AM,96.304,12.690,,,,
350,06.13.22 01:50:00 AM,96.315,12.690,,,,
351,06.13.22 02:00:00 AM,96.293,12.690,,,,
352,06.13.22 02:10:00 AM,96.282,12.690,,,,
353,06.13.22 02:20:00 AM,96.273,12.594,,,,
354,06.13.22 02:30:00 AM,96.263,12.594,,,,
355,06.13.22 02:40:00 AM,96.252,12.594,,,,
356,06.13.22 02:50:00 AM,96.252,12.594,,,,
357,06.13.22 03:00:00 AM,96.252,12.594,,,,
358,06.13.22 03:10:00 AM,96.230,12.594,,,,
359,06.13.22 03:20:00 AM,96.241,12.594,,,,
360,06.13.22 03:30:00 AM,96.221,12.497,,,,
361,06.13.22 03:40:00 AM,96.254,12.497,,,,
362,06.13.22 03:50:00 AM,96.254,12.497,,,,
363,06.13.22 04:00:00 AM,96.243,12.497,,,,
364,06.13.22 04:10:00 AM,96.232,12.497,,,,
365,06.13.22 04:20:00 AM,96.243,12.497,,,,
366,06.13.22 04:30:00 AM,96.243,12.497,,,,
367,06.13.22 04:40:00 AM,96.232,12.497,,,,
368,06.13.22 04:50:00 AM,96.232,12.497,,,,
369,06.13.22 05:00:00 AM,96.211,12.497,,,,
370,06.13.22 05:10:00 AM,96.232,12.497,,,,
371,06.13.22 05:20:00 AM,96.232,12.497,,,,
372,06.13.22 05:30:00 AM,96.254,12.497,,,,
373,06.13.22 05:40:00 AM,96.241,12.594,,,,
374,06.13.22 05:50:00 AM,96.252,12.594,,,,
375,06.13.22 06:00:00 AM,96.252,12.594,,,,
376,06.13.22 06:10:00 AM,96.252,12.594,,,,
377,06.13.22 06:20:00 AM,96.252,12.594,,,,
378,06.13.22 06:30:00 AM,96.241,12.594,,,,
379,06.13.22 06:40:00 AM,96.241,12.594,,,,
380,06.13.22 06:50:00 AM,96.252,12.594,,,,
381,06.13.22 07:00:00 AM,96.260,12.690,,,,
382,06.13.22 07:10:00 AM,96.293,12.690,,,,
383,06.13.22 07:20:00 AM,96.293,12.690,,,,
384,06.13.22 07:30:00 AM,96.282,12.690,,,,
385,06.13.22 07:40:00 AM,96.291,12.787,,,,
386,06.13.22 07:50:00 AM,96.302,12.787,,,,
387,06.13.22 08:00:00 AM,96.310,12.883,,,,
388,06.13.22 08:10:00 AM,96.310,12.883,,,,
389,06.13.22 08:20:00 AM,96.289,12.883,,,,
390,06.13.22 08:30:00 AM,96.308,12.980,,,,
391,06.13.22 08:40:00 AM,96.308,12.980,,,,
392,06.13.22 08:50:00 AM,96.317,13.076,,,,
393,06.13.22 09:00:00 AM,96.295,13.076,,,,
394,06.13.22 09:10:00 AM,96.304,13.173,,,,
395,06.13.22 09:20:00 AM,96.312,13.269,,,,
396,06.13.22 09:30:00 AM,96.312,13.269,,,,
397,06.13.22 09:40:00 AM,96.332,13.365,,,,
398,06.13.22 09:50:00 AM,96.340,13.461,,,,
399,06.13.22 10:00:00 AM,96.371,13.558,,,,
400,06.13.22 10:10:00 AM,96.371,13.558,,,,
401,06.13.22 10:20:00 AM,96.357,13.654,,,,
402,06.13.22 10:30:00 AM,96.366,13.750,,,,
403,06.13.22 10:40:00 AM,96.374,13.846,,,,
404,06.13.22 10:50:00 AM,96.363,13.846,,,,
405,06.13.22 11:00:00 AM,96.394,13.942,,,,
406,06.13.22 11:10:00 AM,96.380,14.038,,,,
407,06.13.22 11:20:00 AM,96.378,14.134,,,,
408,06.13.22 11:30:00 AM,96.397,14.230,,,,
409,06.13.22 11:40:00 AM,96.406,14.325,,,,
410,06.13.22 11:50:00 AM,96.406,14.325,,,,
411,06.13.22 12:00:00 PM,96.392,14.421,,,,
412,06.13.22 12:10:00 PM,96.390,14.517,,,,
413,06.13.22 12:20:00 PM,96.420,14.613,,,,
414,06.13.22 12:30:00 PM,96.398,14.613,,,,
415,06.13.22 12:40:00 PM,96.417,14.709,,,,
416,06.13.22 12:50:00 PM,96.393,14.804,,,,
417,06.13.22 01:00:00 PM,96.423,14.900,,,,
418,06.13.22 01:10:00 PM,96.412,14.900,,,,
419,06.13.22 01:20:00 PM,96.442,14.996,,,,
420,06.13.22 01:30:00 PM,96.429,15.091,,,,
421,06.13.22 01:40:00 PM,96.440,15.091,,,,
422,06.13.22 01:50:00 PM,96.426,15.187,,,,
423,06.13.22 02:00:00 PM,96.415,15.187,,,,
424,06.13.22 02:10:00 PM,96.413,15.282,,,,
425,06.13.22 02:20:00 PM,96.434,15.282,,,,
426,06.13.22 02:30:00 PM,96.421,15.378,,,,
427,06.13.22 02:40:00 PM,96.410,15.378,,,,
428,06.13.22 02:50:00 PM,96.421,15.378,,,,
429,06.13.22 03:00:00 PM,96.418,15.473,,,,
430,06.13.22 03:10:00 PM,96.418,15.473,,,,
431,06.13.22 03:20:00 PM,96.418,15.473,,,,
432,06.13.22 03:30:00 PM,96.415,15.569,,,,
433,06.13.22 03:40:00 PM,96.405,15.569,,,,
434,06.13.22 03:50:00 PM,96.405,15.569,,,,
435,06.13.22 04:00:00 PM,96.405,15.569,,,,
436,06.13.22 04:10:00 PM,96.415,15.569,,,,
437,06.13.22 04:20:00 PM,96.426,15.569,,,,
438,06.13.22 04:30:00 PM,96.415,15.569,,,,
439,06.13.22 04:40:00 PM,96.426,15.569,,,,
440,06.13.22 04:50:00 PM,96.405,15.569,,,,
441,06.13.22 05:00:00 PM,96.394,15.569,,,,
442,06.13.22 05:10:00 PM,96.418,15.473,,,,
443,06.13.22 05:20:00 PM,96.429,15.473,,,,
444,06.13.22 05:30:00 PM,96.418,15.473,,,,
445,06.13.22 05:40:00 PM,96.421,15.378,,,,
446,06.13.22 05:50:00 PM,96.421,15.378,,,,
447,06.13.22 06:00:00 PM,96.410,15.378,,,,
448,06.13.22 06:10:00 PM,96.413,15.282,,,,
449,06.13.22 06:20:00 PM,96.415,15.187,,,,
450,06.13.22 06:30:00 PM,96.437,15.187,,,,
451,06.13.22 06:40:00 PM,96.461,15.091,,,,
452,06.13.22 06:50:00 PM,96.472,15.091,,,,
453,06.13.22 07:00:00 PM,96.464,14.996,,,,
454,06.13.22 07:10:00 PM,96.456,14.900,,,,
455,06.13.22 07:20:00 PM,96.467,14.900,,,,
456,06.13.22 07:30:00 PM,96.447,14.804,,,,
457,06.13.22 07:40:00 PM,96.480,14.804,,,,
458,06.13.22 07:50:00 PM,96.472,14.709,,,,
459,06.13.22 08:00:00 PM,96.463,14.613,,,,
460,06.13.22 08:10:00 PM,96.463,14.613,,,,
461,06.13.22 08:20:00 PM,96.477,14.517,,,,
462,06.13.22 08:30:00 PM,96.479,14.421,,,,
463,06.13.22 08:40:00 PM,96.468,14.421,,,,
464,06.13.22 08:50:00 PM,96.471,14.325,,,,
465,06.13.22 09:00:00 PM,96.503,14.325,,,,
466,06.13.22 09:10:00 PM,96.495,14.230,,,,
467,06.13.22 09:20:00 PM,96.517,14.230,,,,
468,06.13.22 09:30:00 PM,96.508,14.134,,,,
469,06.13.22 09:40:00 PM,96.508,14.134,,,,
470,06.13.22 09:50:00 PM,96.511,14.038,,,,
471,06.13.22 10:00:00 PM,96.522,14.038,,,,
472,06.13.22 10:10:00 PM,96.524,13.942,,,,
473,06.13.22 10:20:00 PM,96.513,13.942,,,,
474,06.13.22 10:30:00 PM,96.526,13.846,,,,
475,06.13.22 10:40:00 PM,96.548,13.846,,,,
