"Plot Title: 21154777"
"#","Date Time, GMT+03:00","Low Range, μS/cm (LGR S/N: 21154777, SEN S/N: 21154777, LBL: Кизил-кобинка ЭП)","Temp, °C (LGR S/N: 21154777, SEN S/N: 21154777, LBL: Кизил-кобинка температура)","Coupler Detached (LGR S/N: 21154777)","Coupler Attached (LGR S/N: 21154777)","Host Connected (LGR S/N: 21154777)","End Of File (LGR S/N: 21154777)"
1420,06.20.22 12:10:00 PM,115.2,14.07,,,,
1421,06.20.22 12:20:00 PM,115.4,14.21,,,,
1422,06.20.22 12:30:00 PM,115.3,14.25,,,,
1423,06.20.22 12:40:00 PM,115.6,14.35,,,,
1424,06.20.22 12:50:00 PM,115.8,14.42,,,,
1425,06.20.22 01:00:00 PM,115.8,14.51,,,,
1426,06.20.22 01:10:00 PM,115.7,14.57,,,,
1427,06.20.22 01:20:00 PM,115.7,14.62,,,,
1428,06.20.22 01:30:00 PM,115.7,14.65,,,,
1429,06.20.22 01:40:00 PM,115.4,14.67,,,,
1430,06.20.22 01:50:00 PM,115.7,14.75,,,,
1431,06.20.22 02:00:00 PM,115.4,14.78,,,,
1432,06.20.22 02:10:00 PM,115.5,14.83,,,,
1433,06.20.22 02:20:00 PM,117.5,14.89,,,,
1434,06.20.22 02:30:00 PM,115.6,14.91,,,,
1435,06.20.22 02:40:00 PM,116.0,14.97,,,,
1436,06.20.22 02:50:00 PM,115.7,15.01,,,,
1437,06.20.22 03:00:00 PM,116.2,15.02,,,,
1438,06.20.22 03:10:00 PM,115.7,15.05,,,,
1439,06.20.22 03:20:00 PM,115.8,15.11,,,,
1440,06.20.22 03:30:00 PM,115.5,15.14,,,,
1441,06.20.22 03:40:00 PM,115.7,15.18,,,,
1442,06.20.22 03:50:00 PM,115.7,15.16,,,,
1443,06.20.22 04:00:00 PM,115.7,15.23,,,,
1444,06.20.22 04:10:00 PM,115.7,15.25,,,,
1445,06.20.22 04:20:00 PM,115.7,15.28,,,,
1446,06.20.22 04:30:00 PM,115.5,15.28,,,,
1447,06.20.22 04:40:00 PM,115.7,15.28,,,,
1448,06.20.22 04:50:00 PM,115.7,15.28,,,,
1449,06.20.22 05:00:00 PM,115.6,15.28,,,,
1450,06.20.22 05:10:00 PM,115.4,15.28,,,,
1451,06.20.22 05:20:00 PM,115.6,15.28,,,,
1452,06.20.22 05:30:00 PM,115.4,15.28,,,,
1453,06.20.22 05:40:00 PM,115.5,15.28,,,,
1454,06.20.22 05:50:00 PM,115.5,15.28,,,,
1455,06.20.22 06:00:00 PM,115.4,15.25,,,,
1456,06.20.22 06:10:00 PM,115.4,15.22,,,,
1457,06.20.22 06:20:00 PM,115.4,15.19,,,,
1458,06.20.22 06:30:00 PM,115.6,15.19,,,,
1459,06.20.22 06:40:00 PM,115.6,15.15,,,,
1460,06.20.22 06:50:00 PM,115.4,15.13,,,,
1461,06.20.22 07:00:00 PM,115.6,15.13,,,,
1462,06.20.22 07:10:00 PM,115.6,15.09,,,,
1463,06.20.22 07:20:00 PM,115.8,15.04,,,,
1464,06.20.22 07:30:00 PM,115.9,15.01,,,,
1465,06.20.22 07:40:00 PM,116.1,14.97,,,,
1466,06.20.22 07:50:00 PM,116.0,14.93,,,,
1467,06.20.22 08:00:00 PM,116.1,14.89,,,,
1468,06.20.22 08:10:00 PM,115.9,14.83,,,,
1469,06.20.22 08:20:00 PM,116.0,14.76,,,,
1470,06.20.22 08:30:00 PM,116.0,14.73,,,,
1471,06.20.22 08:40:00 PM,115.9,14.66,,,,
1472,06.20.22 08:50:00 PM,116.0,14.62,,,,
1473,06.20.22 09:00:00 PM,116.0,14.56,,,,
1474,06.20.22 09:10:00 PM,116.0,14.49,,,,
1475,06.20.22 09:20:00 PM,115.8,14.43,,,,
1476,06.20.22 09:30:00 PM,115.8,14.38,,,,
1477,06.20.22 09:40:00 PM,115.8,14.31,,,,
1478,06.20.22 09:50:00 PM,115.7,14.24,,,,
1479,06.20.22 10:00:00 PM,115.7,14.17,,,,
1480,06.20.22 10:10:00 PM,115.7,14.13,,,,
1481,06.20.22 10:20:00 PM,115.7,14.07,,,,
1482,06.20.22 10:30:00 PM,115.7,14.02,,,,
1483,06.20.22 10:40:00 PM,115.6,13.97,,,,
1484,06.20.22 10:50:00 PM,115.7,13.89,,,,
1485,06.20.22 11:00:00 PM,115.5,13.84,,,,
1486,06.20.22 11:10:00 PM,115.5,13.78,,,,
1487,06.20.22 11:20:00 PM,115.5,13.73,,,,
1488,06.20.22 11:30:00 PM,115.4,13.68,,,,
1489,06.20.22 11:40:00 PM,115.4,13.63,,,,
1490,06.20.22 11:50:00 PM,115.3,13.59,,,,
1491,06.21.22 12:00:00 AM,115.1,13.54,,,,
1492,06.21.22 12:10:00 AM,115.0,13.50,,,,
1493,06.21.22 12:20:00 AM,115.1,13.45,,,,
1494,06.21.22 12:30:00 AM,115.1,13.40,,,,
1495,06.21.22 12:40:00 AM,115.1,13.36,,,,
1496,06.21.22 12:50:00 AM,115.1,13.32,,,,
1497,06.21.22 01:00:00 AM,115.2,13.27,,,,
1498,06.21.22 01:10:00 AM,115.2,13.23,,,,
1499,06.21.22 01:20:00 AM,115.1,13.18,,,,
1500,06.21.22 01:30:00 AM,115.0,13.15,,,,
1501,06.21.22 01:40:00 AM,114.9,13.11,,,,
1502,06.21.22 01:50:00 AM,114.9,13.08,,,,
1503,06.21.22 02:00:00 AM,114.7,13.05,,,,
1504,06.21.22 02:10:00 AM,114.6,13.01,,,,
1505,06.21.22 02:20:00 AM,114.7,13.00,,,,
1506,06.21.22 02:30:00 AM,114.7,12.97,,,,
1507,06.21.22 02:40:00 AM,114.7,12.95,,,,
1508,06.21.22 02:50:00 AM,114.7,12.92,,,,
1509,06.21.22 03:00:00 AM,114.7,12.91,,,,
1510,06.21.22 03:10:00 AM,114.5,12.90,,,,
1511,06.21.22 03:20:00 AM,114.6,12.87,,,,
1512,06.21.22 03:30:00 AM,114.6,12.86,,,,
1513,06.21.22 03:40:00 AM,114.4,12.82,,,,
1514,06.21.22 03:50:00 AM,114.5,12.79,,,,
1515,06.21.22 04:00:00 AM,114.4,12.78,,,,
1516,06.21.22 04:10:00 AM,114.2,12.75,,,,
1517,06.21.22 04:20:00 AM,114.2,12.73,,,,
1518,06.21.22 04:30:00 AM,114.3,12.70,,,,
1519,06.21.22 04:40:00 AM,114.3,12.68,,,,
1520,06.21.22 04:50:00 AM,114.5,12.66,,,,
1521,06.21.22 05:00:00 AM,114.2,12.65,,,,
1522,06.21.22 05:10:00 AM,114.3,12.63,,,,
1523,06.21.22 05:20:00 AM,114.3,12.63,,,,
1524,06.21.22 05:30:00 AM,114.0,12.63,,,,
1525,06.21.22 05:40:00 AM,114.2,12.61,,,,
1526,06.21.22 05:50:00 AM,114.2,12.61,,,,
1527,06.21.22 06:00:00 AM,114.0,12.61,,,,
1528,06.21.22 06:10:00 AM,114.0,12.61,,,,
1529,06.21.22 06:20:00 AM,114.1,12.61,,,,
1530,06.21.22 06:30:00 AM,114.1,12.64,,,,
1531,06.21.22 06:40:00 AM,114.0,12.63,,,,
1532,06.21.22 06:50:00 AM,114.1,12.65,,,,
1533,06.21.22 07:00:00 AM,114.3,12.66,,,,
1534,06.21.22 07:10:00 AM,114.0,12.66,,,,
1535,06.21.22 07:20:00 AM,114.2,12.69,,,,
1536,06.21.22 07:30:00 AM,114.2,12.70,,,,
1537,06.21.22 07:40:00 AM,114.2,12.73,,,,
1538,06.21.22 07:50:00 AM,114.2,12.78,,,,
1539,06.21.22 08:00:00 AM,114.5,12.81,,,,
1540,06.21.22 08:10:00 AM,114.6,12.82,,,,
1541,06.21.22 08:20:00 AM,114.6,12.84,,,,
1542,06.21.22 08:30:00 AM,114.5,12.90,,,,
1543,06.21.22 08:40:00 AM,114.7,12.92,,,,
1544,06.21.22 08:50:00 AM,114.6,12.95,,,,
1545,06.21.22 09:00:00 AM,114.5,12.97,,,,
1546,06.21.22 09:10:00 AM,114.6,13.00,,,,
1547,06.21.22 09:20:00 AM,114.7,13.04,,,,
1548,06.21.22 09:30:00 AM,114.6,13.10,,,,
1549,06.21.22 09:40:00 AM,114.5,13.11,,,,
1550,06.21.22 09:50:00 AM,114.6,13.14,,,,
1551,06.21.22 10:00:00 AM,114.7,13.19,,,,
1552,06.21.22 10:10:00 AM,114.8,13.31,,,,
1553,06.21.22 10:20:00 AM,114.8,13.35,,,,
1554,06.21.22 10:30:00 AM,115.6,13.42,,,,
1555,06.21.22 10:40:00 AM,114.7,13.46,,,,
1556,06.21.22 10:50:00 AM,114.9,13.54,,,,
1557,06.21.22 11:00:00 AM,115.0,13.69,,,,
1558,06.21.22 11:10:00 AM,114.9,13.84,,,,
1559,06.21.22 11:20:00 AM,114.9,13.98,,,,
1560,06.21.22 11:30:00 AM,115.1,14.11,,,,
1561,06.21.22 11:40:00 AM,115.0,14.16,,,,
1562,06.21.22 11:50:00 AM,115.0,14.27,,,,
1563,06.21.22 12:00:00 PM,115.4,14.35,,,,
1564,06.21.22 12:10:00 PM,115.4,14.44,,,,
1565,06.21.22 12:20:00 PM,115.4,14.55,,,,
1566,06.21.22 12:30:00 PM,115.3,14.60,,,,
1567,06.21.22 12:40:00 PM,115.1,14.62,,,,
1568,06.21.22 12:50:00 PM,115.1,14.67,,,,
1569,06.21.22 01:00:00 PM,115.3,14.84,,,,
1570,06.21.22 01:10:00 PM,114.9,14.80,,,,
1571,06.21.22 01:20:00 PM,114.8,14.74,,,,
1572,06.21.22 01:30:00 PM,115.0,14.74,,,,
1573,06.21.22 01:40:00 PM,114.9,14.76,,,,
1574,06.21.22 01:50:00 PM,114.7,14.78,,,,
1575,06.21.22 02:00:00 PM,114.9,14.75,,,,
1576,06.21.22 02:10:00 PM,115.1,14.75,,,,
1577,06.21.22 02:20:00 PM,115.1,14.73,,,,
1578,06.21.22 02:30:00 PM,114.0,14.74,,,,
1579,06.21.22 02:40:00 PM,114.1,14.75,,,,
1580,06.21.22 02:50:00 PM,114.8,14.74,,,,
1581,06.21.22 03:00:00 PM,114.6,14.74,,,,
1582,06.21.22 03:10:00 PM,114.8,14.71,,,,
1583,06.21.22 03:20:00 PM,114.8,14.69,,,,
1584,06.21.22 03:30:00 PM,115.2,14.67,,,,
1585,06.21.22 03:40:00 PM,115.3,14.65,,,,
1586,06.21.22 03:50:00 PM,115.0,14.65,,,,
1587,06.21.22 04:00:00 PM,115.0,14.65,,,,
1588,06.21.22 04:10:00 PM,115.0,14.61,,,,
1589,06.21.22 04:20:00 PM,115.2,14.60,,,,
1590,06.21.22 04:30:00 PM,115.4,14.57,,,,
1591,06.21.22 04:40:00 PM,115.1,14.56,,,,
1592,06.21.22 04:50:00 PM,114.9,14.58,,,,
1593,06.21.22 05:00:00 PM,113.6,14.62,,,,
1594,06.21.22 05:10:00 PM,113.6,14.58,,,,
1595,06.21.22 05:20:00 PM,113.8,14.57,,,,
1596,06.21.22 05:30:00 PM,113.9,14.57,,,,
1597,06.21.22 05:40:00 PM,113.9,14.58,,,,
1598,06.21.22 05:50:00 PM,113.6,14.58,,,,
1599,06.21.22 06:00:00 PM,113.1,14.58,,,,
1600,06.21.22 06:10:00 PM,112.8,14.57,,,,
1601,06.21.22 06:20:00 PM,112.9,14.55,,,,
1602,06.21.22 06:30:00 PM,113.2,14.55,,,,
1603,06.21.22 06:40:00 PM,113.4,14.51,,,,
1604,06.21.22 06:50:00 PM,114.0,14.49,,,,
1605,06.21.22 07:00:00 PM,114.2,14.46,,,,
1606,06.21.22 07:10:00 PM,114.2,14.46,,,,
1607,06.21.22 07:20:00 PM,114.2,14.43,,,,
1608,06.21.22 07:30:00 PM,114.3,14.42,,,,
1609,06.21.22 07:40:00 PM,114.3,14.42,,,,
1610,06.21.22 07:50:00 PM,114.6,14.39,,,,
1611,06.21.22 08:00:00 PM,114.9,14.38,,,,
1612,06.21.22 08:10:00 PM,115.4,14.34,,,,
1613,06.21.22 08:20:00 PM,115.8,14.31,,,,
1614,06.21.22 08:30:00 PM,116.1,14.27,,,,
1615,06.21.22 08:40:00 PM,116.3,14.24,,,,
1616,06.21.22 08:50:00 PM,116.8,14.20,,,,
1617,06.21.22 09:00:00 PM,117.0,14.16,,,,
1618,06.21.22 09:10:00 PM,117.2,14.11,,,,
1619,06.21.22 09:20:00 PM,117.4,14.07,,,,
1620,06.21.22 09:30:00 PM,117.6,14.02,,,,
1621,06.21.22 09:40:00 PM,117.7,13.99,,,,
1622,06.21.22 09:50:00 PM,117.8,13.94,,,,
1623,06.21.22 10:00:00 PM,117.8,13.90,,,,
1624,06.21.22 10:10:00 PM,118.0,13.86,,,,
1625,06.21.22 10:20:00 PM,118.1,13.81,,,,
1626,06.21.22 10:30:00 PM,118.2,13.76,,,,
1627,06.21.22 10:40:00 PM,118.2,13.73,,,,
1628,06.21.22 10:50:00 PM,118.2,13.69,,,,
1629,06.21.22 11:00:00 PM,118.2,13.67,,,,
1630,06.21.22 11:10:00 PM,118.2,13.62,,,,
1631,06.21.22 11:20:00 PM,118.1,13.58,,,,
1632,06.21.22 11:30:00 PM,118.1,13.53,,,,
1633,06.21.22 11:40:00 PM,118.1,13.49,,,,
1634,06.21.22 11:50:00 PM,118.0,13.44,,,,
1635,06.22.22 12:00:00 AM,118.1,13.41,,,,
1636,06.22.22 12:10:00 AM,118.1,13.37,,,,
1637,06.22.22 12:20:00 AM,118.1,13.32,,,,
1638,06.22.22 12:30:00 AM,118.0,13.28,,,,
1639,06.22.22 12:40:00 AM,117.9,13.24,,,,
1640,06.22.22 12:50:00 AM,117.8,13.19,,,,
1641,06.22.22 01:00:00 AM,117.8,13.14,,,,
1642,06.22.22 01:10:00 AM,118.1,13.10,,,,
1643,06.22.22 01:20:00 AM,118.0,13.05,,,,
1644,06.22.22 01:30:00 AM,117.9,13.01,,,,
1645,06.22.22 01:40:00 AM,118.0,12.96,,,,
1646,06.22.22 01:50:00 AM,117.8,12.93,,,,
1647,06.22.22 02:00:00 AM,117.7,12.91,,,,
1648,06.22.22 02:10:00 AM,117.7,12.88,,,,
1649,06.22.22 02:20:00 AM,117.4,12.84,,,,
1650,06.22.22 02:30:00 AM,117.4,12.81,,,,
1651,06.22.22 02:40:00 AM,117.3,12.77,,,,
1652,06.22.22 02:50:00 AM,117.2,12.74,,,,
1653,06.22.22 03:00:00 AM,117.0,12.70,,,,
1654,06.22.22 03:10:00 AM,116.6,12.66,,,,
1655,06.22.22 03:20:00 AM,116.4,12.61,,,,
1656,06.22.22 03:30:00 AM,116.3,12.60,,,,
1657,06.22.22 03:40:00 AM,116.2,12.56,,,,
1658,06.22.22 03:50:00 AM,115.1,12.53,,,,
1659,06.22.22 04:00:00 AM,116.1,12.51,,,,
1660,06.22.22 04:10:00 AM,116.0,12.50,,,,
1661,06.22.22 04:20:00 AM,116.1,12.48,,,,
1662,06.22.22 04:30:00 AM,116.0,12.48,,,,
1663,06.22.22 04:40:00 AM,115.9,12.47,,,,
1664,06.22.22 04:50:00 AM,115.8,12.48,,,,
1665,06.22.22 05:00:00 AM,115.8,12.48,,,,
1666,06.22.22 05:10:00 AM,115.8,12.47,,,,
1667,06.22.22 05:20:00 AM,115.8,12.48,,,,
1668,06.22.22 05:30:00 AM,115.8,12.50,,,,
1669,06.22.22 05:40:00 AM,115.7,12.48,,,,
1670,06.22.22 05:50:00 AM,115.7,12.48,,,,
1671,06.22.22 06:00:00 AM,115.8,12.52,,,,
1672,06.22.22 06:10:00 AM,112.9,12.53,,,,
1673,06.22.22 06:20:00 AM,109.5,12.55,,,,
1674,06.22.22 06:30:00 AM,108.1,12.51,,,,
1675,06.22.22 06:40:00 AM,104.9,12.51,,,,
1676,06.22.22 06:50:00 AM,105.5,12.50,,,,
1677,06.22.22 07:00:00 AM,104.7,12.47,,,,
1678,06.22.22 07:10:00 AM,103.5,12.44,,,,
1679,06.22.22 07:20:00 AM,103.3,12.44,,,,
1680,06.22.22 07:30:00 AM,104.3,12.42,,,,
1681,06.22.22 07:40:00 AM,105.6,12.41,,,,
1682,06.22.22 07:50:00 AM,105.3,12.42,,,,
1683,06.22.22 08:00:00 AM,105.0,12.43,,,,
1684,06.22.22 08:10:00 AM,104.6,12.46,,,,
1685,06.22.22 08:20:00 AM,104.4,12.48,,,,
1686,06.22.22 08:30:00 AM,104.8,12.51,,,,
1687,06.22.22 08:40:00 AM,105.2,12.55,,,,
1688,06.22.22 08:50:00 AM,106.1,12.57,,,,
1689,06.22.22 09:00:00 AM,106.9,12.61,,,,
1690,06.22.22 09:10:00 AM,107.8,12.65,,,,
1691,06.22.22 09:20:00 AM,108.2,12.68,,,,
1692,06.22.22 09:30:00 AM,108.6,12.73,,,,
1693,06.22.22 09:40:00 AM,108.8,12.79,,,,
1694,06.22.22 09:50:00 AM,109.1,12.84,,,,
1695,06.22.22 10:00:00 AM,109.4,12.91,,,,
1696,06.22.22 10:10:00 AM,109.9,13.00,,,,
1697,06.22.22 10:20:00 AM,110.4,13.06,,,,
1698,06.22.22 10:30:00 AM,111.2,13.08,,,,
1699,06.22.22 10:40:00 AM,111.9,13.15,,,,
1700,06.22.22 10:50:00 AM,112.7,13.22,,,,
1701,06.22.22 11:00:00 AM,113.4,13.32,,,,
1702,06.22.22 11:10:00 AM,114.2,13.42,,,,
1703,06.22.22 11:20:00 AM,114.7,13.53,,,,
1704,06.22.22 11:30:00 AM,115.0,13.60,,,,
1705,06.22.22 11:40:00 AM,115.5,13.71,,,,
1706,06.22.22 11:50:00 AM,115.6,13.77,,,,
1707,06.22.22 12:00:00 PM,115.8,13.84,,,,
1708,06.22.22 12:10:00 PM,115.9,13.90,,,,
1709,06.22.22 12:20:00 PM,115.8,13.84,,,,
1710,06.22.22 12:30:00 PM,116.0,13.93,,,,
1711,06.22.22 12:40:00 PM,116.2,13.99,,,,
1712,06.22.22 12:50:00 PM,116.3,14.09,,,,
1713,06.22.22 01:00:00 PM,116.5,14.12,,,,
1714,06.22.22 01:10:00 PM,116.8,14.17,,,,
1715,06.22.22 01:20:00 PM,117.1,14.21,,,,
1716,06.22.22 01:30:00 PM,117.4,14.24,,,,
1717,06.22.22 01:40:00 PM,117.5,14.27,,,,
1718,06.22.22 01:50:00 PM,117.7,14.31,,,,
1719,06.22.22 02:00:00 PM,117.8,14.33,,,,
1720,06.22.22 02:10:00 PM,117.9,14.34,,,,
1721,06.22.22 02:20:00 PM,118.0,14.35,,,,
1722,06.22.22 02:30:00 PM,118.0,14.36,,,,
1723,06.22.22 02:40:00 PM,118.1,14.36,,,,
1724,06.22.22 02:50:00 PM,118.0,14.35,,,,
1725,06.22.22 03:00:00 PM,117.9,14.35,,,,
1726,06.22.22 03:10:00 PM,117.8,14.36,,,,
1727,06.22.22 03:20:00 PM,117.8,14.35,,,,
1728,06.22.22 03:30:00 PM,117.6,14.35,,,,
1729,06.22.22 03:40:00 PM,117.4,14.31,,,,
1730,06.22.22 03:50:00 PM,117.3,14.30,,,,
1731,06.22.22 04:00:00 PM,117.2,14.30,,,,
1732,06.22.22 04:10:00 PM,117.0,14.26,,,,
1733,06.22.22 04:20:00 PM,116.6,14.17,,,,
1734,06.22.22 04:30:00 PM,116.5,14.12,,,,
1735,06.22.22 04:40:00 PM,116.2,14.11,,,,
1736,06.22.22 04:50:00 PM,116.1,14.09,,,,
1737,06.22.22 05:00:00 PM,116.2,14.09,,,,
1738,06.22.22 05:10:00 PM,116.1,14.07,,,,
1739,06.22.22 05:20:00 PM,115.8,14.02,,,,
1740,06.22.22 05:30:00 PM,115.8,13.97,,,,
1741,06.22.22 05:40:00 PM,115.7,13.93,,,,
1742,06.22.22 05:50:00 PM,115.6,13.89,,,,
1743,06.22.22 06:00:00 PM,115.5,13.86,,,,
1744,06.22.22 06:10:00 PM,115.5,13.81,,,,
1745,06.22.22 06:20:00 PM,115.5,13.77,,,,
1746,06.22.22 06:30:00 PM,115.9,13.73,,,,
1747,06.22.22 06:40:00 PM,115.4,13.68,,,,
1748,06.22.22 06:50:00 PM,115.4,13.63,,,,
1749,06.22.22 07:00:00 PM,115.4,13.60,,,,
1750,06.22.22 07:10:00 PM,115.4,13.55,,,,
1751,06.22.22 07:20:00 PM,115.4,13.50,,,,
1752,06.22.22 07:30:00 PM,115.6,13.46,,,,
1753,06.22.22 07:40:00 PM,115.7,13.42,,,,
1754,06.22.22 07:50:00 PM,115.7,13.40,,,,
1755,06.22.22 08:00:00 PM,115.7,13.35,,,,
1756,06.22.22 08:10:00 PM,115.7,13.31,,,,
1757,06.22.22 08:20:00 PM,115.7,13.26,,,,
1758,06.22.22 08:30:00 PM,115.8,13.22,,,,
1759,06.22.22 08:40:00 PM,115.8,13.18,,,,
1760,06.22.22 08:50:00 PM,115.8,13.14,,,,
1761,06.22.22 09:00:00 PM,115.8,13.10,,,,
1762,06.22.22 09:10:00 PM,115.9,13.04,,,,
1763,06.22.22 09:20:00 PM,115.9,13.00,,,,
1764,06.22.22 09:30:00 PM,115.9,12.95,,,,
1765,06.22.22 09:40:00 PM,115.9,12.91,,,,
1766,06.22.22 09:50:00 PM,115.8,12.86,,,,
1767,06.22.22 10:00:00 PM,115.8,12.82,,,,
1768,06.22.22 10:10:00 PM,115.9,12.77,,,,
1769,06.22.22 10:20:00 PM,115.9,12.74,,,,
1770,06.22.22 10:30:00 PM,115.8,12.69,,,,
1771,06.22.22 10:40:00 PM,115.8,12.64,,,,
1772,06.22.22 10:50:00 PM,115.7,12.60,,,,
1773,06.22.22 11:00:00 PM,115.7,12.53,,,,
1774,06.22.22 11:10:00 PM,115.6,12.48,,,,
1775,06.22.22 11:20:00 PM,115.6,12.44,,,,
1776,06.22.22 11:30:00 PM,115.5,12.41,,,,
1777,06.22.22 11:40:00 PM,115.5,12.37,,,,
1778,06.22.22 11:50:00 PM,115.4,12.33,,,,
1779,06.23.22 12:00:00 AM,115.3,12.30,,,,
1780,06.23.22 12:10:00 AM,115.3,12.25,,,,
1781,06.23.22 12:20:00 AM,115.2,12.23,,,,
1782,06.23.22 12:30:00 AM,115.2,12.20,,,,
1783,06.23.22 12:40:00 AM,115.1,12.16,,,,
1784,06.23.22 12:50:00 AM,115.1,12.15,,,,
1785,06.23.22 01:00:00 AM,115.1,12.11,,,,
1786,06.23.22 01:10:00 AM,115.1,12.10,,,,
1787,06.23.22 01:20:00 AM,115.1,12.07,,,,
1788,06.23.22 01:30:00 AM,115.2,12.06,,,,
1789,06.23.22 01:40:00 AM,115.2,12.03,,,,
1790,06.23.22 01:50:00 AM,115.2,12.02,,,,
1791,06.23.22 02:00:00 AM,115.1,12.01,,,,
1792,06.23.22 02:10:00 AM,115.1,11.99,,,,
1793,06.23.22 02:20:00 AM,115.1,11.99,,,,
1794,06.23.22 02:30:00 AM,115.0,11.97,,,,
1795,06.23.22 02:40:00 AM,115.0,11.97,,,,
1796,06.23.22 02:50:00 AM,114.9,11.95,,,,
1797,06.23.22 03:00:00 AM,114.9,11.94,,,,
1798,06.23.22 03:10:00 AM,114.9,11.94,,,,
1799,06.23.22 03:20:00 AM,114.9,11.93,,,,
1800,06.23.22 03:30:00 AM,114.9,11.92,,,,
1801,06.23.22 03:40:00 AM,114.8,11.90,,,,
1802,06.23.22 03:50:00 AM,114.9,11.90,,,,
1803,06.23.22 04:00:00 AM,114.8,11.89,,,,
1804,06.23.22 04:10:00 AM,114.8,11.89,,,,
1805,06.23.22 04:20:00 AM,114.7,11.88,,,,
1806,06.23.22 04:30:00 AM,114.7,11.88,,,,
1807,06.23.22 04:40:00 AM,114.6,11.86,,,,
1808,06.23.22 04:50:00 AM,114.7,11.84,,,,
1809,06.23.22 05:00:00 AM,114.4,11.85,,,,
1810,06.23.22 05:10:00 AM,114.4,11.83,,,,
1811,06.23.22 05:20:00 AM,114.4,11.83,,,,
1812,06.23.22 05:30:00 AM,114.4,11.81,,,,
1813,06.23.22 05:40:00 AM,114.3,11.80,,,,
1814,06.23.22 05:50:00 AM,114.2,11.80,,,,
1815,06.23.22 06:00:00 AM,114.1,11.79,,,,
1816,06.23.22 06:10:00 AM,114.1,11.79,,,,
1817,06.23.22 06:20:00 AM,114.1,11.79,,,,
1818,06.23.22 06:30:00 AM,114.0,11.80,,,,
1819,06.23.22 06:40:00 AM,113.9,11.79,,,,
1820,06.23.22 06:50:00 AM,113.9,11.79,,,,
1821,06.23.22 07:00:00 AM,113.9,11.79,,,,
1822,06.23.22 07:10:00 AM,113.7,11.77,,,,
1823,06.23.22 07:20:00 AM,113.6,11.76,,,,
1824,06.23.22 07:30:00 AM,113.6,11.76,,,,
1825,06.23.22 07:40:00 AM,113.5,11.77,,,,
1826,06.23.22 07:50:00 AM,113.4,11.77,,,,
1827,06.23.22 08:00:00 AM,113.4,11.76,,,,
1828,06.23.22 08:10:00 AM,113.3,11.76,,,,
1829,06.23.22 08:20:00 AM,113.2,11.76,,,,
1830,06.23.22 08:30:00 AM,113.2,11.76,,,,
1831,06.23.22 08:40:00 AM,113.2,11.76,,,,
1832,06.23.22 08:50:00 AM,113.2,11.80,,,,
1833,06.23.22 09:00:00 AM,113.0,11.80,,,,
1834,06.23.22 09:10:00 AM,112.9,11.80,,,,
1835,06.23.22 09:20:00 AM,112.9,11.80,,,,
1836,06.23.22 09:30:00 AM,112.9,11.80,,,,
1837,06.23.22 09:40:00 AM,112.8,11.86,,,,
1838,06.23.22 09:50:00 AM,112.7,11.92,,,,
1839,06.23.22 10:00:00 AM,112.6,11.92,,,,
1840,06.23.22 10:10:00 AM,112.7,11.92,,,,
1841,06.23.22 10:20:00 AM,112.5,11.92,,,,
1842,06.23.22 10:30:00 AM,112.4,11.95,,,,
1843,06.23.22 10:40:00 AM,112.3,11.97,,,,
1844,06.23.22 10:50:00 AM,112.1,11.97,,,,
1845,06.23.22 11:00:00 AM,112.1,11.95,,,,
1846,06.23.22 11:10:00 AM,112.2,12.03,,,,
1847,06.23.22 11:20:00 AM,111.9,12.07,,,,
1848,06.23.22 11:30:00 AM,112.1,12.17,,,,
1849,06.23.22 11:40:00 AM,112.1,12.17,,,,
1850,06.23.22 11:50:00 AM,112.0,12.24,,,,
1851,06.23.22 12:00:00 PM,111.9,12.24,,,,
1852,06.23.22 12:10:00 PM,112.0,12.30,,,,
1853,06.23.22 12:20:00 PM,111.8,12.34,,,,
1854,06.23.22 12:30:00 PM,111.7,12.34,,,,
1855,06.23.22 12:40:00 PM,111.7,12.39,,,,
1856,06.23.22 12:50:00 PM,111.7,12.55,,,,
1857,06.23.22 01:00:00 PM,111.6,12.46,,,,
1858,06.23.22 01:10:00 PM,111.8,12.61,,,,
1859,06.23.22 01:20:00 PM,111.8,12.69,,,,
1860,06.23.22 01:30:00 PM,111.8,12.79,,,,
1861,06.23.22 01:40:00 PM,111.9,12.82,,,,
1862,06.23.22 01:50:00 PM,111.8,12.82,,,,
1863,06.23.22 02:00:00 PM,111.8,12.79,,,,
1864,06.23.22 02:10:00 PM,111.8,12.91,,,,
1865,06.23.22 02:20:00 PM,111.7,12.96,,,,
1866,06.23.22 02:30:00 PM,111.5,12.99,,,,
1867,06.23.22 02:40:00 PM,111.5,13.01,,,,
1868,06.23.22 02:50:00 PM,111.7,13.09,,,,
1869,06.23.22 03:00:00 PM,111.6,13.10,,,,
1870,06.23.22 03:10:00 PM,111.7,13.06,,,,
1871,06.23.22 03:20:00 PM,111.5,13.10,,,,
1872,06.23.22 03:30:00 PM,111.3,13.13,,,,
1873,06.23.22 03:40:00 PM,111.4,13.18,,,,
1874,06.23.22 03:50:00 PM,111.4,13.13,,,,
1875,06.23.22 04:00:00 PM,111.4,13.14,,,,
1876,06.23.22 04:10:00 PM,111.3,13.11,,,,
1877,06.23.22 04:20:00 PM,111.3,13.08,,,,
1878,06.23.22 04:30:00 PM,111.3,13.06,,,,
